Gene	Non-unique_Gene_name	Annotation	No_isolates	No_sequences	Avg_sequences_per_isolate	Genome_Fragment	Order_within_Fragment	Accessory_Fragment	Accessory_Order_with_Fragment	QC	028_A3	033B	033E-replaced	033_A1	042B	042E	042_A1	054_V2	055_V1	067_A5	115_A2	161_A2	408_A1	442B	442E	442_A3	445_A2	447_A2	447_A3	489_A1	530B	530E	530_A2	552_A1	606_A3	cluster_id
group_1580,group_1581,group_1582,group_1583		ApbE-like lipoprotein,ApbE-like lipoprotein,ApbE-like lipoprotein,ApbE-like lipoprotein	25,1,1,3	25,1,1,3	1,1,1,1	1,1,1,1	1885,1882,1037,1036	350,300,428	1,1,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_118
group_1584		ubiquinone biosynthesis hydroxylase	25	25	1	1	1887				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_119
group_1587		rhomboid family protein	25	25	1	1	1899				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_120
group_1588,group_1589		FKBP-type peptidyl-prolyl cis-trans isomerase,FKBP-type peptidyl-prolyl cis-trans isomerase	25,1	25,1	1,1	1,1	1903,1029	199	2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_121
group_1595,group_1594		hypothetical protein,hypothetical protein	4,25	4,25	1,1	1,1	2785,2607	1	8		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_122
group_1597,group_1596		hypothetical protein,hypothetical protein	25,1	25,1	1,1	1,1	2608,2604	219	3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_123
group_1602		ThiF family protein	25	25	1	1	3232				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_124
dapD_2,dapD		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	1,25	1,25	1,1	1,1	3234,3233	370	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_125
hemH_1,hemH		ferrochelatase,ferrochelatase	1,25	1,25	1,1	1,1	3151,3266	445	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_126
ribF_2,ribF		riboflavin biosynthesis protein RibF,riboflavin biosynthesis protein RibF	1,25	1,25	1,1	1,1	1430,1431	299	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_127
group_1609		putative fimbrial assembly protein FimC	25	25	1	1	1434				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_128
group_1610,group_1611,group_1612		dyp-type peroxidase family protein,dyp-type peroxidase family protein,dyp-type peroxidase family protein	25,2,3	25,2,3	1,1,1	1,1,1	1436,1410,1412	284,261	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_129
group_1619		glutamate-tRNA ligase	25	25	1	1	1471				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_130
group_163,humA_2,humA,humA_4,humA_1	humA_2	heme utilization protein HumA,heme utilization protein HumA,heme utilization protein HumA,heme utilization protein HumA,heme utilization protein HumA	1,8,25,1,3	1,8,25,1,3	1,1,1,1,1	1,1,1,1,1	2,3509,3510,1,3507	258,287,406,258	1,1,1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_131
atpA,atpA_2		ATP synthase F1 alpha subunit,ATP synthase F1 alpha subunit	25,2	25,2	1,1	1,1	1484,1485	308	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_132
group_1628,group_1627		chemotaxis protein CheY,chemotaxis protein CheY	1,25	1,25	1,1	1,1	1490,1492	273	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_133
trmD		tRNA (guanine-N1)-methyltransferase	25	25	1	1	1497				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_134
group_1630		D-isomer specific 2-hydroxyacid dehydrogenase	25	25	1	1	1524				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_135
group_1631		hypothetical protein	25	25	1	1	1527				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_136
purK,purK_2		phosphoribosylaminoimidazole carboxylase ATPase subunit,phosphoribosylaminoimidazole carboxylase ATPase subunit	25,1	25,1	1,1	1,1	1528,1526	358	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_137
mcaP_1,mcaP		Moraxella catarrhalis adherence protein McaP,Moraxella catarrhalis adherence protein McaP	1,25	1,25	1,1	1,1	1532,1534	382	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_138
group_1636		hypothetical protein	25	25	1	1	1542				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_139
group_1647,group_1646,group_1648		hypothetical protein,hypothetical protein,hypothetical protein	2,25,2	2,25,2	1,1,1	1,1,1	1064,1354,1350	189,315	1,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_140
group_1651		hypothetical protein	25	25	1	1	1340				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_141
group_1659		histidine triad (HIT) protein	25	25	1	1	1324				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_142
group_1663,group_1662		protein-disulfide isomerase-like protein,protein-disulfide isomerase-like protein	1,25	1,25	1,1	1,1	1301,1305	124	2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_143
group_1672,group_1671		phosphatidate cytidylyltransferase,phosphatidate cytidylyltransferase	1,25	1,25	1,1	1,1	1243,1245	339	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_144
yaeT,yaeT_1		outer membrane protein assembly complex protein YaeT,outer membrane protein assembly complex protein YaeT	25,1	25,1	1,1	1,1	1240,1095	392	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_145
group_1677		acetaldehyde dehydrogenase 2	25	25	1	1	1225				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_146
group_1678		hypothetical protein	25	25	1	1	1216				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_147
ispF		2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	25	25	1	1	1166				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_148
fdx		2Fe-2S ferredoxin	25	25	1	1	1158				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_149
group_1688		hypothetical protein	25	25	1	1	106				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_150
group_1689		transposase IS200 like family protein	25	25	1	1	116				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_151
group_1694,group_1695		YceI family protein,YceI family protein	25,1	25,1	1,1	1,1	128,127	324	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_152
lpxH,group_1697,lpxH_2	lpxH_2	UDP-2,3-diacylglucosamine hydrolase LpxH,UDP-2,3-diacylglucosamine hydrolase LpxH,UDP-2,3-diacylglucosamine hydrolase LpxH	25,1,2	25,1,2	1,1,1	1,1,1	130,101,129	277,388	1,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_153
glnS		glutaminyl-tRNA synthetase	25	25	1	1	132				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_154
group_1700		hypothetical protein	25	25	1	1	137				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_155
prfB		peptide chain release factor 2	25	25	1	1	142				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_156
group_1706,group_1705		site-specific recombinase-like protein,site-specific recombinase-like protein	1,25	1,25	1,1	1,1	94,147	295	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_157
group_1709		putative heavy metal binding protein	25	25	1	1	177				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_158
group_1710		hybrid peroxiredoxin HyPrx5	25	25	1	1	206				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_159
argS_2,argS		arginyl-tRNA synthetase,arginyl-tRNA synthetase	1,25	1,25	1,1	1,1	208,210	133	3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_160
group_1715		phosphotyrosine protein phosphatase	25	25	1	1	213				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_161
group_1716		heat shock protein 15	25	25	1	1	214				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_162
mobA		molybdenum cofactor guanylyltransferase A	25	25	1	1	244				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_163
narL,narL_1		two-component system nitrate/nitrite response regulator NarL,two-component system nitrate/nitrite response regulator NarL	25,1	25,1	1,1	1,1	240,234	50	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_164
group_1742,group_1743		addiction module antitoxin, RelB/DinJ family protein,addiction module antitoxin, RelB/DinJ family protein	25,2	25,2	1,1	1,1	2943,3299	1	754		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_165
group_1757		DJ-1/PfpI family protein	25	25	1	1	2950				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_166
nadA,nadA_2		quinolinate synthetase complex subunit A,quinolinate synthetase complex subunit A	25,1	25,1	1,1	1,1	3064,3063	444	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_167
group_1774		histidyl-tRNA synthetase family protein	25	25	1	1	3045				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_168
purA,purA_2		adenylosuccinate synthetase,adenylosuccinate synthetase	25,1	25,1	1,1	1,1	3044,2961	399	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_169
lpxK		tetraacyldisaccharide 4'-kinase LpxK	25	25	1	1	3024				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_170
group_1786,group_1787		catabolite repression control protein,catabolite repression control protein	25,1	25,1	1,1	1,1	3016,2964	13	10		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_171
nrdA,nrdA_2		ribonucleoside-diphosphate reductase alpha subunit,ribonucleoside-diphosphate reductase alpha subunit	25,1	25,1	1,1	1,1	2987,2969	407	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_172
trpC,trpC_2,trpC_1		indole-3-glycerol phosphate synthase,indole-3-glycerol phosphate synthase,indole-3-glycerol phosphate synthase	25,2,1	25,2,1	1,1,1	1,1,1	2978,2979,2977	132,132	1,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_173
ung_1,group_1808,ung	ung_1	uracil-DNA glycosylase,uracil-DNA glycosylase,uracil-DNA glycosylase	2,1,25	2,1,25	1,1,1	1,1,1	683,685,686	397,431	1,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_174
group_1809,group_1810		tRNA-specific adenosine deaminase,tRNA-specific adenosine deaminase	25,1	25,1	1,1	1,1	687,673	437	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_175
group_1811		hypothetical protein	25	25	1	1	692				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_176
pyrF,pyrF_2		orotidine 5'-phosphate decarboxylase,orotidine 5'-phosphate decarboxylase	25,2	25,2	1,1	1,1	693,691	403	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_177
cysP		sulfate ABC transporter substrate binding protein CysP	25	25	1	1	727				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_178
group_1823		hypothetical protein	25	25	1	1	740				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_179
group_1825,group_1824		sugar isomerase, KpsF/GutQ family protein,sugar isomerase, KpsF/GutQ family protein	2,25	2,25	1,1	1,1	668,743	276	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_180
recD		exodeoxyribonuclease V alpha subunit	25	25	1	1	765				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_181
group_1843		putative RND family drug transporter	25	25	1	1	505				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_182
group_1848,group_1847		hypothetical protein,hypothetical protein	19,25	19,25	1,1	1,1	877,490	1	632		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_183
pckA_1,pckA		phosphoenolpyruvate carboxykinase,phosphoenolpyruvate carboxykinase	1,25	1,25	1,1	1,1	478,477	381	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_184
group_1851		hypothetical protein	25	25	1	1	475				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_185
group_1852		hypothetical protein	25	25	1	1	474				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_186
secD_2,secD		protein translocase subunit SecD,protein translocase subunit SecD	1,25	1,25	1,1	1,1	329,472	360	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_187
group_1855		entericidin EcnAB	25	25	1	1	446				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_188
alr_2,alr		alanine racemase Alr,alanine racemase Alr	1,25	1,25	1,1	1,1	347,437	100	2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_189
rluD,rluD_2,group_1867,rluD_1	rluD_2	ribosomal large subunit pseudouridine synthase D,ribosomal large subunit pseudouridine synthase D,ribosomal large subunit pseudouridine synthase D,ribosomal large subunit pseudouridine synthase D	25,3,1,1	25,3,1,1	1,1,1,1	1,1,1,1	421,420,350,418	363,348,425	1,1,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_190
dnaG		DNA primase	25	25	1	1	417				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_191
group_1876		5-formyltetrahydrofolate cyclo-ligase	25	25	1	1	391				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_192
rpe		ribulose-5-phosphate 3-epimerase	25	25	1	1	387				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_193
msrB		methionine-R-sulfoxide reductase	25	25	1	1	290				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_194
mtgA		monofunctional biosynthetic peptidoglycan transglycosylase	25	25	1	1	3344				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_195
group_1896,group_1895		solanesyl diphosphate synthase,solanesyl diphosphate synthase	4,25	4,25	1,1	1,1	3346,3347	318	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_196
group_1897		hypothetical protein	25	25	1	1	3366			Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_197
group_1898,group_1899		short-chain dehydrogenase/reductase SDR,short-chain dehydrogenase/reductase SDR	25,1	25,1	1,1	1,1	3376,34	207	3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_198
ccmI		cytochrome c-type biogenesis protein CcmI	25	25	1	1	3426				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_199
group_1912		cytochrome c biogenesis family protein	25	25	1	1	3427				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_200
group_1917,group_1916,group_1915		sugar (and other) transporter family protein,sugar (and other) transporter family protein,sugar (and other) transporter family protein	1,1,25	1,1,25	1,1,1	1,1,1	14,13,3454	380,340	1,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_201
uvrD		ATP-dependent DNA helicase Rep	25	25	1	1	3455				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_202
argB		putative N-acetyl-L-glutamate 5-phosphotransferase	25	25	1	1	3461				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_203
group_1920,group_1921		MlotiK1 channel,MlotiK1 channel	25,1	25,1	1,1	1,1	3463,3464	301	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_204
group_1922,group_1923		hypothetical protein,hypothetical protein	1,25	1,25	1,1	1,1	12,3472	168	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_205
oppC_1,oppC		oligopeptide ABC transport system permease protein OppC,oligopeptide ABC transport system permease protein OppC	1,25	1,25	1,1	1,1	3504,3503	459	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_206
group_1930		septum formation initiator family protein	25	25	1	1	3516				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_207
ccoO,ccoO_1		cbb3-type cytochrome c oxidase subunit CcoO,cbb3-type cytochrome c oxidase subunit CcoO	25,1	25,1	1,1	1,1	3520,3521	344	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_208
group_1945		RNA methyltransferase family protein	25	25	1	1	973				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_209
pal		Peptidoglycan-associated lipoprotein precursor	25	25	1	1	977				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_210
group_1949		4'-phosphopantetheinyl transferase superfamily protein	25	25	1	1	978				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_211
pilW,pilW_2		type IV pilus assembly protein PilW,type IV pilus assembly protein PilW	25,1	25,1	1,1	1,1	982,900	307	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_212
coaBC		phosphopantothenoylcysteine decarboxylase/phosphopantothenate-cysteine ligase	25	25	1	1	990				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_213
cysS_1,cysS		cysteinyl-tRNA synthetase,cysteinyl-tRNA synthetase	1,25	1,25	1,1	1,1	997,1002	455	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_214
group_1955		diacylglycerol O-acyltransferase	25	25	1	1	1004				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_215
hemF_2,hemF		coproporphyrinogen 3 oxidase,coproporphyrinogen 3 oxidase	1,25	1,25	1,1	1,1	1015,2643	404	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_216
group_1958		enoyl-CoA hydratase	25	25	1	1	2641				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_217
trpB,trpB_2		tryptophan synthase beta subunit,tryptophan synthase beta subunit	25,3	25,3	1,1	1,1	2633,2631	283	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_218
afeD		chelated iron ABC transporter permease protein AfeD	25	25	1	1	2407				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_219
rnpA_2,rnpA		ribonuclease P protein component,ribonuclease P protein component	1,25	1,25	1,1	1,1	2364,2365	375	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_220
guaA_1,guaA		GMP synthase,GMP synthase	1,25	1,25	1,1	1,1	2354,2353	220	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_221
group_1982		endoribonuclease L-PSP family protein	25	25	1	1	2344				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_222
dnaK,dnaK_2		chaperone protein DnaK,chaperone protein DnaK	25,1	25,1	1,1	1,1	2330,1960	15	8		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_223
group_1992,group_1991,group_1990		CRISPR-associated family protein,CRISPR-associated family protein,CRISPR-associated family protein	2,1,25	2,1,25	1,1,1	1,1,1	1962,1965,2319	15,15	14,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_224
sucA,sucA_1		2-oxoglutarate dehydrogenase E1 component,2-oxoglutarate dehydrogenase E1 component	25,1	25,1	1,1	1,1	2271,2270	338	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_225
group_2002,group_2003		hypothetical protein,hypothetical protein	25,1	25,1	1,1	1,1	2262,1981	302	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_226
dcp		oligopeptidase A	25	25	1	1	2259				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_227
group_2005		RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	25	25	1	1	2257				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_228
fadA_1,fadA		3-ketoacyl-CoA thiolase FadA,3-ketoacyl-CoA thiolase FadA	1,25	1,25	1,1	1,1	2249,2250	204	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_229
group_2012		hypothetical protein	25	25	1	1	2237				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_230
group_2013		GntR family transcriptional regulator	25	25	1	1	2215				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_231
tatB		twin-arginine translocation protein subunit TatB	25	25	1	1	2211				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_232
uvrA,uvrA_2		excinuclease ABC subunit A,excinuclease ABC subunit A	25,1	25,1	1,1	1,1	2160,2159	166	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_233
ssb		Helix-destabilizing protein	25	25	1	1	2158				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_234
group_2022,group_2023		two-component system response regulator,two-component system response regulator	25,2	25,2	1,1	1,1	2148,2145	221	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_235
group_2028,group_2029		tRNA (cmo5U34)-methyltransferase,tRNA (cmo5U34)-methyltransferase	25,1	25,1	1,1	1,1	2124,2022	376	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_236
trpE_2,trpE		anthranilate synthase component I,anthranilate synthase component I	1,25	1,25	1,1	1,1	2039,2062	336	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_237
group_2038		hypothetical protein	25	25	1	1	2060				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_238
group_2039,group_2040		AAA family ATPase,AAA family ATPase	1,25	1,25	1,1	1,1	2041,2058	420	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_239
rplL,group_2042	rplL_2	50S ribosomal protein L7/L12,50S ribosomal protein L7/L12	25,1	25,1	1,1	1,1	2048,2047	212	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_240
group_2045,group_2046		Baf family transcriptional activator,Baf family transcriptional activator	25,1	25,1	1,1	1,1	3187,3185	156	4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_241
group_2049		2OG-Fe(II) oxygenase superfamily protein	25	25	1	1	3214				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_242
group_2052		putative membrane protein	25	25	1	1	1356				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_243
group_2055		SirA-like protein	25	25	1	1	1252				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_244
